agency,site,date,year,impd,cfs,id
USGS,06890900,2004-03-04,2004,PESB,123,PESB2004
USGS,06890900,2004-03-05,2004,PESB,-61,PESB2004
USGS,06890900,2004-03-06,2004,PESB,189,PESB2004
USGS,06890900,2004-03-07,2004,PESB,31,PESB2004
USGS,06890900,2004-03-08,2004,PESB,69,PESB2004
USGS,06890900,2004-03-09,2004,PESB,24,PESB2004
USGS,06890900,2004-03-10,2004,PESB,21,PESB2004
USGS,06890900,2004-03-11,2004,PESB,43,PESB2004
USGS,06890900,2004-03-12,2004,PESB,96,PESB2004
USGS,06890900,2004-03-13,2004,PESB,105,PESB2004
USGS,06890900,2004-03-14,2004,PESB,71,PESB2004
USGS,06890900,2004-03-15,2004,PESB,73,PESB2004
USGS,06890900,2004-03-16,2004,PESB,46,PESB2004
USGS,06890900,2004-03-17,2004,PESB,69,PESB2004
USGS,06890900,2004-03-18,2004,PESB,57,PESB2004
USGS,06890900,2004-03-19,2004,PESB,62,PESB2004
USGS,06890900,2004-03-20,2004,PESB,56,PESB2004
USGS,06890900,2004-03-21,2004,PESB,32,PESB2004
USGS,06890900,2004-03-22,2004,PESB,51,PESB2004
USGS,06890900,2004-03-23,2004,PESB,51,PESB2004
USGS,06890900,2004-03-24,2004,PESB,52,PESB2004
USGS,06890900,2004-03-25,2004,PESB,58,PESB2004
USGS,06890900,2004-03-26,2004,PESB,75,PESB2004
USGS,06890900,2004-03-27,2004,PESB,70,PESB2004
USGS,06890900,2004-03-28,2004,PESB,16,PESB2004
USGS,06890900,2004-03-29,2004,PESB,72,PESB2004
USGS,06890900,2004-03-30,2004,PESB,70,PESB2004
USGS,06890900,2004-03-31,2004,PESB,37,PESB2004
USGS,06890900,2004-04-01,2004,PESB,36,PESB2004
USGS,06890900,2004-04-02,2004,PESB,26,PESB2004
USGS,06890900,2004-04-03,2004,PESB,45,PESB2004
USGS,06890900,2004-04-04,2004,PESB,46,PESB2004
USGS,06890900,2004-04-05,2004,PESB,66,PESB2004
USGS,06890900,2004-04-06,2004,PESB,60,PESB2004
USGS,06890900,2004-04-07,2004,PESB,36,PESB2004
USGS,06890900,2004-04-08,2004,PESB,36,PESB2004
USGS,06890900,2004-04-09,2004,PESB,58,PESB2004
USGS,06890900,2004-04-10,2004,PESB,43,PESB2004
USGS,06890900,2004-04-11,2004,PESB,41,PESB2004
USGS,06890900,2004-04-12,2004,PESB,66,PESB2004
USGS,06890900,2004-04-13,2004,PESB,47,PESB2004
USGS,06890900,2004-04-14,2004,PESB,77,PESB2004
USGS,06890900,2004-04-15,2004,PESB,60,PESB2004
USGS,06890900,2004-04-16,2004,PESB,69,PESB2004
USGS,06890900,2004-04-17,2004,PESB,63,PESB2004
USGS,06890900,2004-04-18,2004,PESB,27,PESB2004
USGS,06890900,2004-04-19,2004,PESB,44,PESB2004
USGS,06890900,2004-04-20,2004,PESB,47,PESB2004
USGS,06890900,2004-04-21,2004,PESB,13,PESB2004
USGS,06890900,2004-04-22,2004,PESB,24,PESB2004
USGS,06890900,2004-04-23,2004,PESB,35,PESB2004
USGS,06890900,2004-04-24,2004,PESB,38,PESB2004
USGS,06890900,2004-04-25,2004,PESB,42,PESB2004
USGS,06890900,2004-04-26,2004,PESB,28,PESB2004
USGS,06890900,2004-04-27,2004,PESB,41,PESB2004
USGS,06890900,2004-04-28,2004,PESB,80,PESB2004
USGS,06890900,2004-04-29,2004,PESB,58,PESB2004
USGS,06890900,2004-04-30,2004,PESB,50,PESB2004
USGS,06890900,2004-05-01,2004,PESB,17,PESB2004
USGS,06890900,2004-05-02,2004,PESB,79,PESB2004
USGS,06890900,2004-05-03,2004,PESB,63,PESB2004
USGS,06890900,2004-05-04,2004,PESB,66,PESB2004
USGS,06890900,2004-05-05,2004,PESB,72,PESB2004
USGS,06890900,2004-05-06,2004,PESB,72,PESB2004
USGS,06890900,2004-05-07,2004,PESB,65,PESB2004
USGS,06890900,2004-05-08,2004,PESB,70,PESB2004
USGS,06890900,2004-05-09,2004,PESB,65,PESB2004
USGS,06890900,2004-05-10,2004,PESB,64,PESB2004
USGS,06890900,2004-05-11,2004,PESB,66,PESB2004
USGS,06890900,2004-05-12,2004,PESB,70,PESB2004
USGS,06890900,2004-05-13,2004,PESB,66,PESB2004
USGS,06890900,2004-05-14,2004,PESB,79,PESB2004
USGS,06890900,2004-05-15,2004,PESB,78,PESB2004
USGS,06890900,2004-05-16,2004,PESB,67,PESB2004
USGS,06890900,2004-05-17,2004,PESB,67,PESB2004
USGS,06890900,2004-05-18,2004,PESB,71,PESB2004
USGS,06890900,2004-05-19,2004,PESB,88,PESB2004
USGS,06890900,2004-05-20,2004,PESB,78,PESB2004
USGS,06890900,2004-05-21,2004,PESB,80,PESB2004
USGS,06890900,2004-05-22,2004,PESB,60,PESB2004
USGS,06890900,2004-05-23,2004,PESB,51,PESB2004
USGS,06890900,2004-05-24,2004,PESB,66,PESB2004
USGS,06890900,2004-05-25,2004,PESB,52,PESB2004
USGS,06890900,2004-05-26,2004,PESB,45,PESB2004
USGS,06890900,2004-05-27,2004,PESB,136,PESB2004
USGS,06890900,2004-05-28,2004,PESB,54,PESB2004
USGS,06890900,2004-05-29,2004,PESB,72,PESB2004
USGS,06890900,2004-05-30,2004,PESB,66,PESB2004
USGS,06890900,2004-05-31,2004,PESB,66,PESB2004
USGS,06890900,2004-06-01,2004,PESB,47,PESB2004
USGS,06890900,2004-06-02,2004,PESB,39,PESB2004
USGS,06890900,2004-06-03,2004,PESB,51,PESB2004
USGS,06890900,2004-06-04,2004,PESB,62,PESB2004
USGS,06890900,2004-06-05,2004,PESB,46,PESB2004
USGS,06890900,2004-06-06,2004,PESB,50,PESB2004
USGS,06890900,2004-06-07,2004,PESB,83,PESB2004
USGS,06890900,2004-06-08,2004,PESB,66,PESB2004
USGS,06890900,2004-06-09,2004,PESB,66,PESB2004
USGS,06890900,2004-06-10,2004,PESB,72,PESB2004
USGS,06890900,2004-06-11,2004,PESB,74,PESB2004
USGS,06890900,2004-06-12,2004,PESB,59,PESB2004
USGS,06890900,2004-06-13,2004,PESB,80,PESB2004
USGS,06890900,2004-06-14,2004,PESB,117,PESB2004
USGS,06890900,2004-06-15,2004,PESB,233,PESB2004
USGS,06890900,2004-06-16,2004,PESB,345,PESB2004
USGS,06890900,2004-06-17,2004,PESB,1010,PESB2004
USGS,06890900,2004-06-18,2004,PESB,700,PESB2004
USGS,06890900,2004-06-19,2004,PESB,72,PESB2004
USGS,06890900,2004-06-20,2004,PESB,42,PESB2004
USGS,06890900,2004-06-21,2004,PESB,391,PESB2004
USGS,06890900,2004-06-22,2004,PESB,768,PESB2004
USGS,06890900,2004-06-23,2004,PESB,768,PESB2004
USGS,06890900,2004-06-24,2004,PESB,759,PESB2004
USGS,06890900,2004-06-25,2004,PESB,795,PESB2004
USGS,06890900,2004-06-26,2004,PESB,785,PESB2004
USGS,06890900,2004-06-27,2004,PESB,761,PESB2004
USGS,06890900,2004-06-28,2004,PESB,601,PESB2004
USGS,06890900,2004-06-29,2004,PESB,463,PESB2004
USGS,06890900,2004-06-30,2004,PESB,441,PESB2004
USGS,06890900,2004-07-01,2004,PESB,441,PESB2004
USGS,06890900,2004-07-02,2004,PESB,988,PESB2004
USGS,06890900,2004-07-03,2004,PESB,1730,PESB2004
USGS,06890900,2004-07-04,2004,PESB,3240,PESB2004
USGS,06890900,2004-07-05,2004,PESB,3210,PESB2004
USGS,06890900,2004-07-06,2004,PESB,3310,PESB2004
USGS,06890900,2004-07-07,2004,PESB,2510,PESB2004
USGS,06890900,2004-07-08,2004,PESB,1520,PESB2004
USGS,06890900,2004-07-09,2004,PESB,1440,PESB2004
USGS,06890900,2004-07-10,2004,PESB,1430,PESB2004
USGS,06890900,2004-07-11,2004,PESB,1430,PESB2004
USGS,06890900,2004-07-12,2004,PESB,1900,PESB2004
USGS,06890900,2004-07-13,2004,PESB,2530,PESB2004
USGS,06890900,2004-07-14,2004,PESB,2210,PESB2004
USGS,06890900,2004-07-15,2004,PESB,1560,PESB2004
USGS,06890900,2004-07-16,2004,PESB,1500,PESB2004
USGS,06890900,2004-07-17,2004,PESB,1050,PESB2004
USGS,06890900,2004-07-18,2004,PESB,1020,PESB2004
USGS,06890900,2004-07-19,2004,PESB,747,PESB2004
USGS,06890900,2004-07-20,2004,PESB,454,PESB2004
USGS,06890900,2004-07-21,2004,PESB,441,PESB2004
USGS,06890900,2004-07-22,2004,PESB,439,PESB2004
USGS,06890900,2004-07-23,2004,PESB,450,PESB2004
USGS,06890900,2004-07-24,2004,PESB,376,PESB2004
USGS,06890900,2004-07-25,2004,PESB,78,PESB2004
USGS,06890900,2004-07-26,2004,PESB,168,PESB2004
USGS,06890900,2004-07-27,2004,PESB,406,PESB2004
USGS,06890900,2004-07-28,2004,PESB,373,PESB2004
USGS,06890900,2004-07-29,2004,PESB,336,PESB2004
USGS,06890900,2004-07-30,2004,PESB,345,PESB2004
USGS,06890900,2004-07-31,2004,PESB,359,PESB2004
USGS,06890900,2004-08-01,2004,PESB,366,PESB2004
USGS,06890900,2004-08-02,2004,PESB,267,PESB2004
USGS,06890900,2004-08-03,2004,PESB,150,PESB2004
USGS,06890900,2004-08-04,2004,PESB,127,PESB2004
USGS,06890900,2004-08-05,2004,PESB,109,PESB2004
USGS,06890900,2004-08-06,2004,PESB,120,PESB2004
USGS,06890900,2004-08-07,2004,PESB,130,PESB2004
USGS,06890900,2004-08-08,2004,PESB,157,PESB2004
USGS,06890900,2004-08-09,2004,PESB,121,PESB2004
USGS,06890900,2004-08-10,2004,PESB,122,PESB2004
USGS,06890900,2004-08-11,2004,PESB,78,PESB2004
USGS,06890900,2004-08-12,2004,PESB,47,PESB2004
USGS,06890900,2004-08-13,2004,PESB,49,PESB2004
USGS,06890900,2004-08-14,2004,PESB,43,PESB2004
USGS,06890900,2004-08-15,2004,PESB,53,PESB2004
USGS,06890900,2004-08-16,2004,PESB,205,PESB2004
USGS,06890900,2004-08-17,2004,PESB,467,PESB2004
USGS,06890900,2004-08-18,2004,PESB,457,PESB2004
USGS,06890900,2004-08-19,2004,PESB,475,PESB2004
USGS,06890900,2004-08-20,2004,PESB,331,PESB2004
USGS,06890900,2004-08-21,2004,PESB,41,PESB2004
USGS,06890900,2004-08-22,2004,PESB,56,PESB2004
USGS,06890900,2004-08-23,2004,PESB,37,PESB2004
USGS,06890900,2004-08-24,2004,PESB,154,PESB2004
USGS,06890900,2004-08-25,2004,PESB,303,PESB2004
USGS,06890900,2004-08-26,2004,PESB,168,PESB2004
USGS,06890900,2004-08-27,2004,PESB,287,PESB2004
USGS,06890900,2004-08-28,2004,PESB,626,PESB2004
USGS,06890900,2004-08-29,2004,PESB,123,PESB2004
USGS,06890900,2004-08-30,2004,PESB,60,PESB2004
USGS,06890900,2004-08-31,2004,PESB,47,PESB2004
USGS,06890900,2004-09-01,2004,PESB,32,PESB2004
USGS,06890900,2004-09-02,2004,PESB,37,PESB2004
USGS,06890900,2004-09-03,2004,PESB,277,PESB2004
USGS,06890900,2004-09-04,2004,PESB,465,PESB2004
USGS,06890900,2004-09-05,2004,PESB,488,PESB2004
USGS,06890900,2004-09-06,2004,PESB,510,PESB2004
USGS,06890900,2004-09-07,2004,PESB,206,PESB2004
USGS,06890900,2004-09-08,2004,PESB,17,PESB2004
USGS,06890900,2004-09-09,2004,PESB,26,PESB2004
USGS,06890900,2004-09-10,2004,PESB,39,PESB2004
USGS,06890900,2004-09-11,2004,PESB,87,PESB2004
USGS,06890900,2004-09-12,2004,PESB,366,PESB2004
USGS,06890900,2004-09-13,2004,PESB,385,PESB2004
USGS,06890900,2004-09-14,2004,PESB,392,PESB2004
USGS,06890900,2004-09-15,2004,PESB,322,PESB2004
USGS,06890900,2004-09-16,2004,PESB,132,PESB2004
USGS,06890900,2004-09-17,2004,PESB,33,PESB2004
USGS,06890900,2004-09-18,2004,PESB,48,PESB2004
USGS,06890900,2004-09-19,2004,PESB,48,PESB2004
USGS,06890900,2004-09-20,2004,PESB,55,PESB2004
USGS,06890900,2004-09-21,2004,PESB,56,PESB2004
USGS,06890900,2004-09-22,2004,PESB,49,PESB2004
USGS,06890900,2004-09-23,2004,PESB,54,PESB2004
USGS,06890900,2004-09-24,2004,PESB,43,PESB2004
USGS,06890900,2004-09-25,2004,PESB,38,PESB2004
USGS,06890900,2004-09-26,2004,PESB,38,PESB2004
USGS,06890900,2004-09-27,2004,PESB,39,PESB2004
USGS,06890900,2004-09-28,2004,PESB,40,PESB2004
USGS,06890900,2004-09-29,2004,PESB,35,PESB2004
USGS,06890900,2004-09-30,2004,PESB,42,PESB2004
USGS,06890900,2004-10-01,2004,PESB,41,PESB2004
USGS,06890900,2004-10-02,2004,PESB,32,PESB2004
USGS,06890900,2004-10-03,2004,PESB,43.5,PESB2004
USGS,06890900,2004-10-04,2004,PESB,37,PESB2004
USGS,06890900,2004-10-05,2004,PESB,39.4,PESB2004
USGS,06890900,2004-10-06,2004,PESB,31.1,PESB2004
USGS,06890900,2004-10-07,2004,PESB,29.5,PESB2004
USGS,06890900,2004-10-08,2004,PESB,41.1,PESB2004
USGS,06890900,2004-10-09,2004,PESB,29.5,PESB2004
USGS,06890900,2004-10-10,2004,PESB,61.1,PESB2004
USGS,06890900,2004-10-11,2004,PESB,43.6,PESB2004
USGS,06890900,2004-10-12,2004,PESB,29.8,PESB2004
USGS,06890900,2004-10-13,2004,PESB,20,PESB2004
USGS,06890900,2004-10-14,2004,PESB,18.7,PESB2004
USGS,06890900,2004-10-15,2004,PESB,29.3,PESB2004
USGS,06890900,2004-10-16,2004,PESB,35,PESB2004
USGS,06890900,2004-10-17,2004,PESB,44.9,PESB2004
USGS,06890900,2004-10-18,2004,PESB,41.9,PESB2004
USGS,06890900,2004-10-19,2004,PESB,43.8,PESB2004
USGS,06890900,2004-10-20,2004,PESB,43.4,PESB2004
USGS,06890900,2004-10-21,2004,PESB,44.2,PESB2004
USGS,06890900,2004-10-22,2004,PESB,47.7,PESB2004
USGS,06890900,2004-10-23,2004,PESB,39.1,PESB2004
USGS,06890900,2004-10-24,2004,PESB,34.3,PESB2004
USGS,06890900,2004-10-25,2004,PESB,40.9,PESB2004
USGS,06890900,2004-10-26,2004,PESB,42.1,PESB2004
USGS,06890900,2004-10-27,2004,PESB,84.4,PESB2004
USGS,06890900,2004-10-28,2004,PESB,29.6,PESB2004
USGS,06890900,2004-10-29,2004,PESB,97.1,PESB2004
USGS,06890900,2004-10-30,2004,PESB,57.3,PESB2004
USGS,06890900,2004-10-31,2004,PESB,33.2,PESB2004
USGS,06890900,2011-03-01,2011,PESB,717,PESB2011
USGS,06890900,2011-03-02,2011,PESB,872,PESB2011
USGS,06890900,2011-03-03,2011,PESB,866,PESB2011
USGS,06890900,2011-03-04,2011,PESB,852,PESB2011
USGS,06890900,2011-03-05,2011,PESB,850,PESB2011
USGS,06890900,2011-03-06,2011,PESB,871,PESB2011
USGS,06890900,2011-03-07,2011,PESB,859,PESB2011
USGS,06890900,2011-03-08,2011,PESB,855,PESB2011
USGS,06890900,2011-03-09,2011,PESB,859,PESB2011
USGS,06890900,2011-03-10,2011,PESB,863,PESB2011
USGS,06890900,2011-03-11,2011,PESB,861,PESB2011
USGS,06890900,2011-03-12,2011,PESB,861,PESB2011
USGS,06890900,2011-03-13,2011,PESB,871,PESB2011
USGS,06890900,2011-03-14,2011,PESB,856,PESB2011
USGS,06890900,2011-03-15,2011,PESB,444,PESB2011
USGS,06890900,2011-03-16,2011,PESB,121,PESB2011
USGS,06890900,2011-03-17,2011,PESB,123,PESB2011
USGS,06890900,2011-03-18,2011,PESB,144,PESB2011
USGS,06890900,2011-03-19,2011,PESB,105,PESB2011
USGS,06890900,2011-03-20,2011,PESB,111,PESB2011
USGS,06890900,2011-03-21,2011,PESB,123,PESB2011
USGS,06890900,2011-03-22,2011,PESB,140,PESB2011
USGS,06890900,2011-03-23,2011,PESB,119,PESB2011
USGS,06890900,2011-03-24,2011,PESB,119,PESB2011
USGS,06890900,2011-03-25,2011,PESB,122,PESB2011
USGS,06890900,2011-03-26,2011,PESB,127,PESB2011
USGS,06890900,2011-03-27,2011,PESB,126,PESB2011
USGS,06890900,2011-03-28,2011,PESB,112,PESB2011
USGS,06890900,2011-03-29,2011,PESB,125,PESB2011
USGS,06890900,2011-03-30,2011,PESB,125,PESB2011
USGS,06890900,2011-03-31,2011,PESB,124,PESB2011
USGS,06890900,2011-04-01,2011,PESB,124,PESB2011
USGS,06890900,2011-04-02,2011,PESB,136,PESB2011
USGS,06890900,2011-04-03,2011,PESB,115,PESB2011
USGS,06890900,2011-04-04,2011,PESB,87.7,PESB2011
USGS,06890900,2011-04-05,2011,PESB,88.1,PESB2011
USGS,06890900,2011-04-06,2011,PESB,54.5,PESB2011
USGS,06890900,2011-04-07,2011,PESB,88.5,PESB2011
USGS,06890900,2011-04-08,2011,PESB,61.9,PESB2011
USGS,06890900,2011-04-09,2011,PESB,79.5,PESB2011
USGS,06890900,2011-04-10,2011,PESB,76.2,PESB2011
USGS,06890900,2011-04-11,2011,PESB,44.6,PESB2011
USGS,06890900,2011-04-12,2011,PESB,59.3,PESB2011
USGS,06890900,2011-04-13,2011,PESB,58.2,PESB2011
USGS,06890900,2011-04-14,2011,PESB,50.1,PESB2011
USGS,06890900,2011-04-15,2011,PESB,47.6,PESB2011
USGS,06890900,2011-04-16,2011,PESB,41.1,PESB2011
USGS,06890900,2011-04-17,2011,PESB,62,PESB2011
USGS,06890900,2011-04-18,2011,PESB,61.8,PESB2011
USGS,06890900,2011-04-19,2011,PESB,34.4,PESB2011
USGS,06890900,2011-04-20,2011,PESB,45.1,PESB2011
USGS,06890900,2011-04-21,2011,PESB,47.3,PESB2011
USGS,06890900,2011-04-22,2011,PESB,189,PESB2011
USGS,06890900,2011-04-23,2011,PESB,74.4,PESB2011
USGS,06890900,2011-04-24,2011,PESB,62,PESB2011
USGS,06890900,2011-04-25,2011,PESB,71,PESB2011
USGS,06890900,2011-04-26,2011,PESB,96.2,PESB2011
USGS,06890900,2011-04-27,2011,PESB,73.8,PESB2011
USGS,06890900,2011-04-28,2011,PESB,65.2,PESB2011
USGS,06890900,2011-04-29,2011,PESB,78.8,PESB2011
USGS,06890900,2011-04-30,2011,PESB,69.2,PESB2011
USGS,06890900,2011-05-01,2011,PESB,59.5,PESB2011
USGS,06890900,2011-05-02,2011,PESB,45.9,PESB2011
USGS,06890900,2011-05-03,2011,PESB,47.7,PESB2011
USGS,06890900,2011-05-04,2011,PESB,65.1,PESB2011
USGS,06890900,2011-05-05,2011,PESB,66.6,PESB2011
USGS,06890900,2011-05-06,2011,PESB,68.2,PESB2011
USGS,06890900,2011-05-07,2011,PESB,62.2,PESB2011
USGS,06890900,2011-05-08,2011,PESB,51.5,PESB2011
USGS,06890900,2011-05-09,2011,PESB,73.1,PESB2011
USGS,06890900,2011-05-10,2011,PESB,69.4,PESB2011
USGS,06890900,2011-05-11,2011,PESB,49.9,PESB2011
USGS,06890900,2011-05-12,2011,PESB,61.2,PESB2011
USGS,06890900,2011-05-13,2011,PESB,26.1,PESB2011
USGS,06890900,2011-05-14,2011,PESB,26.6,PESB2011
USGS,06890900,2011-05-15,2011,PESB,33.5,PESB2011
USGS,06890900,2011-05-16,2011,PESB,40.8,PESB2011
USGS,06890900,2011-05-17,2011,PESB,58.4,PESB2011
USGS,06890900,2011-05-18,2011,PESB,65.4,PESB2011
USGS,06890900,2011-05-19,2011,PESB,52.7,PESB2011
USGS,06890900,2011-05-20,2011,PESB,58.1,PESB2011
USGS,06890900,2011-05-21,2011,PESB,73.3,PESB2011
USGS,06890900,2011-05-22,2011,PESB,53.9,PESB2011
USGS,06890900,2011-05-23,2011,PESB,60.5,PESB2011
USGS,06890900,2011-05-24,2011,PESB,70,PESB2011
USGS,06890900,2011-05-25,2011,PESB,3.51,PESB2011
USGS,06890900,2011-05-26,2011,PESB,214,PESB2011
USGS,06890900,2011-05-27,2011,PESB,182,PESB2011
USGS,06890900,2011-05-28,2011,PESB,94.7,PESB2011
USGS,06890900,2011-05-29,2011,PESB,89.3,PESB2011
USGS,06890900,2011-05-30,2011,PESB,707,PESB2011
USGS,06890900,2011-05-31,2011,PESB,3800,PESB2011
USGS,06890900,2011-06-01,2011,PESB,4970,PESB2011
USGS,06890900,2011-06-02,2011,PESB,1600,PESB2011
USGS,06890900,2011-06-03,2011,PESB,31.3,PESB2011
USGS,06890900,2011-06-04,2011,PESB,126,PESB2011
USGS,06890900,2011-06-05,2011,PESB,2600,PESB2011
USGS,06890900,2011-06-06,2011,PESB,5150,PESB2011
USGS,06890900,2011-06-07,2011,PESB,5080,PESB2011
USGS,06890900,2011-06-08,2011,PESB,5090,PESB2011
USGS,06890900,2011-06-09,2011,PESB,3030,PESB2011
USGS,06890900,2011-06-10,2011,PESB,432,PESB2011
USGS,06890900,2011-06-11,2011,PESB,84.7,PESB2011
USGS,06890900,2011-06-12,2011,PESB,74.6,PESB2011
USGS,06890900,2011-06-13,2011,PESB,2250,PESB2011
USGS,06890900,2011-06-14,2011,PESB,5120,PESB2011
USGS,06890900,2011-06-15,2011,PESB,4920,PESB2011
USGS,06890900,2011-06-16,2011,PESB,3620,PESB2011
USGS,06890900,2011-06-17,2011,PESB,1110,PESB2011
USGS,06890900,2011-06-18,2011,PESB,72.1,PESB2011
USGS,06890900,2011-06-19,2011,PESB,58.8,PESB2011
USGS,06890900,2011-06-20,2011,PESB,110,PESB2011
USGS,06890900,2011-06-21,2011,PESB,107,PESB2011
USGS,06890900,2011-06-22,2011,PESB,60.4,PESB2011
USGS,06890900,2011-06-23,2011,PESB,42,PESB2011
USGS,06890900,2011-06-24,2011,PESB,42.7,PESB2011
USGS,06890900,2011-06-25,2011,PESB,45.6,PESB2011
USGS,06890900,2011-06-26,2011,PESB,60.8,PESB2011
USGS,06890900,2011-06-27,2011,PESB,53.7,PESB2011
USGS,06890900,2011-06-28,2011,PESB,43.3,PESB2011
USGS,06890900,2011-06-29,2011,PESB,65.4,PESB2011
USGS,06890900,2011-06-30,2011,PESB,55.6,PESB2011
USGS,06890900,2011-07-01,2011,PESB,44.5,PESB2011
USGS,06890900,2011-07-02,2011,PESB,31.3,PESB2011
USGS,06890900,2011-07-03,2011,PESB,40.1,PESB2011
USGS,06890900,2011-07-04,2011,PESB,40.6,PESB2011
USGS,06890900,2011-07-05,2011,PESB,44,PESB2011
USGS,06890900,2011-07-06,2011,PESB,38.6,PESB2011
USGS,06890900,2011-07-07,2011,PESB,36.9,PESB2011
USGS,06890900,2011-07-08,2011,PESB,46,PESB2011
USGS,06890900,2011-07-09,2011,PESB,49.3,PESB2011
USGS,06890900,2011-07-10,2011,PESB,45,PESB2011
USGS,06890900,2011-07-11,2011,PESB,42.8,PESB2011
USGS,06890900,2011-07-12,2011,PESB,41.8,PESB2011
USGS,06890900,2011-07-13,2011,PESB,41,PESB2011
USGS,06890900,2011-07-14,2011,PESB,41.3,PESB2011
USGS,06890900,2011-07-15,2011,PESB,40.8,PESB2011
USGS,06890900,2011-07-16,2011,PESB,40.4,PESB2011
USGS,06890900,2011-07-17,2011,PESB,40.6,PESB2011
USGS,06890900,2011-07-18,2011,PESB,40.2,PESB2011
USGS,06890900,2011-07-19,2011,PESB,46.9,PESB2011
USGS,06890900,2011-07-20,2011,PESB,56.3,PESB2011
USGS,06890900,2011-07-21,2011,PESB,50.3,PESB2011
USGS,06890900,2011-07-22,2011,PESB,42.5,PESB2011
USGS,06890900,2011-07-23,2011,PESB,47.6,PESB2011
USGS,06890900,2011-07-24,2011,PESB,39.5,PESB2011
USGS,06890900,2011-07-25,2011,PESB,43.3,PESB2011
USGS,06890900,2011-07-26,2011,PESB,46.6,PESB2011
USGS,06890900,2011-07-27,2011,PESB,56,PESB2011
USGS,06890900,2011-07-28,2011,PESB,37.3,PESB2011
USGS,06890900,2011-07-29,2011,PESB,20.4,PESB2011
USGS,06890900,2011-07-30,2011,PESB,45.4,PESB2011
USGS,06890900,2011-07-31,2011,PESB,39.6,PESB2011
USGS,06890900,2011-08-01,2011,PESB,50.5,PESB2011
USGS,06890900,2011-08-02,2011,PESB,35.3,PESB2011
USGS,06890900,2011-08-03,2011,PESB,31.2,PESB2011
USGS,06890900,2011-08-04,2011,PESB,43.6,PESB2011
USGS,06890900,2011-08-05,2011,PESB,38.8,PESB2011
USGS,06890900,2011-08-06,2011,PESB,35,PESB2011
USGS,06890900,2011-08-07,2011,PESB,33.7,PESB2011
USGS,06890900,2011-08-08,2011,PESB,32.2,PESB2011
USGS,06890900,2011-08-09,2011,PESB,39.3,PESB2011
USGS,06890900,2011-08-10,2011,PESB,33,PESB2011
USGS,06890900,2011-08-11,2011,PESB,90,PESB2011
USGS,06890900,2011-08-12,2011,PESB,134,PESB2011
USGS,06890900,2011-08-13,2011,PESB,133,PESB2011
USGS,06890900,2011-08-14,2011,PESB,129,PESB2011
USGS,06890900,2011-08-15,2011,PESB,120,PESB2011
USGS,06890900,2011-08-16,2011,PESB,132,PESB2011
USGS,06890900,2011-08-17,2011,PESB,132,PESB2011
USGS,06890900,2011-08-18,2011,PESB,127,PESB2011
USGS,06890900,2011-08-19,2011,PESB,135,PESB2011
USGS,06890900,2011-08-20,2011,PESB,109,PESB2011
USGS,06890900,2011-08-21,2011,PESB,94.8,PESB2011
USGS,06890900,2011-08-22,2011,PESB,181,PESB2011
USGS,06890900,2011-08-23,2011,PESB,148,PESB2011
USGS,06890900,2011-08-24,2011,PESB,132,PESB2011
USGS,06890900,2011-08-25,2011,PESB,122,PESB2011
USGS,06890900,2011-08-26,2011,PESB,122,PESB2011
USGS,06890900,2011-08-27,2011,PESB,121,PESB2011
USGS,06890900,2011-08-28,2011,PESB,121,PESB2011
USGS,06890900,2011-08-29,2011,PESB,125,PESB2011
USGS,06890900,2011-08-30,2011,PESB,82.4,PESB2011
USGS,06890900,2011-08-31,2011,PESB,89,PESB2011
USGS,06890900,2011-09-01,2011,PESB,192,PESB2011
USGS,06890900,2011-09-02,2011,PESB,192,PESB2011
USGS,06890900,2011-09-03,2011,PESB,165,PESB2011
USGS,06890900,2011-09-04,2011,PESB,163,PESB2011
USGS,06890900,2011-09-05,2011,PESB,180,PESB2011
USGS,06890900,2011-09-06,2011,PESB,182,PESB2011
USGS,06890900,2011-09-07,2011,PESB,185,PESB2011
USGS,06890900,2011-09-08,2011,PESB,185,PESB2011
USGS,06890900,2011-09-09,2011,PESB,185,PESB2011
USGS,06890900,2011-09-10,2011,PESB,186,PESB2011
USGS,06890900,2011-09-11,2011,PESB,188,PESB2011
USGS,06890900,2011-09-12,2011,PESB,198,PESB2011
USGS,06890900,2011-09-13,2011,PESB,460,PESB2011
USGS,06890900,2011-09-14,2011,PESB,697,PESB2011
USGS,06890900,2011-09-15,2011,PESB,678,PESB2011
USGS,06890900,2011-09-16,2011,PESB,875,PESB2011
USGS,06890900,2011-09-17,2011,PESB,1030,PESB2011
USGS,06890900,2011-09-18,2011,PESB,973,PESB2011
USGS,06890900,2011-09-19,2011,PESB,996,PESB2011
USGS,06890900,2011-09-20,2011,PESB,1010,PESB2011
USGS,06890900,2011-09-21,2011,PESB,986,PESB2011
USGS,06890900,2011-09-22,2011,PESB,978,PESB2011
USGS,06890900,2011-09-23,2011,PESB,1610,PESB2011
USGS,06890900,2011-09-24,2011,PESB,1980,PESB2011
USGS,06890900,2011-09-25,2011,PESB,1950,PESB2011
USGS,06890900,2011-09-26,2011,PESB,1940,PESB2011
USGS,06890900,2011-09-27,2011,PESB,1930,PESB2011
USGS,06890900,2011-09-28,2011,PESB,1920,PESB2011
USGS,06890900,2011-09-29,2011,PESB,1900,PESB2011
USGS,06890900,2011-09-30,2011,PESB,1300,PESB2011
